EE UID,Client ID,Destination,first_datenum,last_datenum,first_m,last_m,first_year,last_year,diffdays,Client Age at Entry,Client Gender,Client Gender,Client Primary Race,Client Ethnicity,Client Veteran Status,Length of Stay in Previous Place(1934),Housing Status(2703),Prior Living Situation(43)
706439,387703,"Staying or living with friends, temporary tenure (HUD)",2015-10-26,2015-11-02,10,11.0,2015,2015.0,7.0,39.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
706440,400414,"Staying or living with friends, temporary tenure (HUD)",2015-10-26,2015-10-30,10,10.0,2015,2015.0,4.0,55.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
706442,280121,"Staying or living with friends, temporary tenure (HUD)",2015-10-27,2016-01-13,10,1.0,2015,2016.0,78.0,53.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
706443,156978,"Rental by client, no ongoing housing subsidy (HUD)",2015-10-27,2016-03-04,10,3.0,2015,2016.0,129.0,34.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
706444,365130,"Staying or living with friends, temporary tenure (HUD)",2015-10-27,2015-12-07,10,12.0,2015,2015.0,41.0,23.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Residential project or halfway house with no homeless criteria (HUD)
706445,403745,"Staying or living with friends, temporary tenure (HUD)",2015-10-26,2015-10-29,10,10.0,2015,2015.0,3.0,31.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
706446,162677,"Staying or living with friends, temporary tenure (HUD)",2015-10-26,2015-10-31,10,10.0,2015,2015.0,5.0,48.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Owned by client, no ongoing housing subsidy (HUD)"
706447,164357,"Staying or living with friends, temporary tenure (HUD)",2015-10-21,2015-10-30,10,10.0,2015,2015.0,9.0,50.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
706828,139131,"Staying or living with friends, temporary tenure (HUD)",2015-10-28,2015-11-03,10,11.0,2015,2015.0,6.0,63.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
706829,257677,"Staying or living with friends, temporary tenure (HUD)",2015-10-28,2015-11-10,10,11.0,2015,2015.0,13.0,24.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
706830,280218,"Staying or living with friends, temporary tenure (HUD)",2015-10-28,2015-11-06,10,11.0,2015,2015.0,9.0,44.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
707115,396254,"Staying or living with friends, temporary tenure (HUD)",2015-10-27,2015-11-05,10,11.0,2015,2015.0,9.0,44.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
707686,415104,"Staying or living with friends, temporary tenure (HUD)",2015-10-30,2015-11-30,10,11.0,2015,2015.0,31.0,30.0,Male,Male,Black or African American (HUD),Hispanic/Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
707687,363382,"Staying or living with friends, temporary tenure (HUD)",2015-10-30,2016-01-07,10,1.0,2015,2016.0,69.0,30.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
707688,415102,"Rental by client, no ongoing housing subsidy (HUD)",2015-10-30,2016-02-21,10,2.0,2015,2016.0,114.0,52.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),Two to six nights,Category 1 - Homeless (HUD),Hospital or other residential non-psychiatric medical facility (HUD)
707689,288078,"Staying or living with friends, temporary tenure (HUD)",2015-10-30,2015-11-02,10,11.0,2015,2015.0,3.0,36.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
707690,143061,"Staying or living with friends, temporary tenure (HUD)",2015-10-31,2015-12-11,10,12.0,2015,2015.0,41.0,60.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),One year or longer (HUD),,Substance abuse treatment facility or detox center (HUD)
707691,164121,"Staying or living with friends, temporary tenure (HUD)",2015-11-01,2015-11-02,11,11.0,2015,2015.0,1.0,60.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Other (HUD)
707692,415099,"Staying or living with friends, temporary tenure (HUD)",2015-11-01,2015-11-07,11,11.0,2015,2015.0,6.0,56.0,Male,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
707694,130335,"Staying or living with friends, temporary tenure (HUD)",2015-10-30,2015-11-01,10,11.0,2015,2015.0,2.0,48.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
707695,415101,"Staying or living with friends, temporary tenure (HUD)",2015-10-30,2016-01-05,10,1.0,2015,2016.0,67.0,59.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
707697,415098,"Staying or living with friends, temporary tenure (HUD)",2015-10-31,2015-11-01,10,11.0,2015,2015.0,1.0,26.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
707698,415100,Data not collected (HUD),2015-10-31,2016-04-09,10,4.0,2015,2016.0,161.0,52.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
707699,157088,"Staying or living with friends, temporary tenure (HUD)",2015-11-01,2016-02-20,11,2.0,2015,2016.0,111.0,56.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
708111,320781,"Staying or living with friends, temporary tenure (HUD)",2015-11-02,2015-11-03,11,11.0,2015,2015.0,1.0,41.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
708112,401999,"Staying or living with friends, temporary tenure (HUD)",2015-11-02,2015-11-18,11,11.0,2015,2015.0,16.0,46.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
708114,16664,"Staying or living with friends, temporary tenure (HUD)",2015-11-02,2015-11-03,11,11.0,2015,2015.0,1.0,63.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
708115,360237,"Jail, prison or juvenile detention facility (HUD)",2015-11-02,2015-12-05,11,12.0,2015,2015.0,33.0,51.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"90 days or more, but less than one year",Stably housed (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
708116,175854,"Staying or living with friends, temporary tenure (HUD)",2015-11-02,2015-11-05,11,11.0,2015,2015.0,3.0,45.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
708117,346065,"Staying or living with friends, temporary tenure (HUD)",2015-11-02,2015-11-04,11,11.0,2015,2015.0,2.0,51.0,Male,Male,White (HUD),Hispanic/Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
708118,403050,"Staying or living with friends, temporary tenure (HUD)",2015-11-02,2015-11-09,11,11.0,2015,2015.0,7.0,23.0,Male,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
708119,231530,"Staying or living with friends, temporary tenure (HUD)",2015-11-02,2015-11-03,11,11.0,2015,2015.0,1.0,41.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
708120,361596,"Staying or living with friends, temporary tenure (HUD)",2015-11-02,2015-11-25,11,11.0,2015,2015.0,23.0,71.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
708121,411844,"Staying or living with friends, temporary tenure (HUD)",2015-11-02,2015-11-05,11,11.0,2015,2015.0,3.0,30.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
708122,361024,Hospital or other residential non-psychiatric medical facility (HUD),2015-11-02,2016-01-03,11,1.0,2015,2016.0,62.0,50.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Stably housed (HUD),"Rental by client, with other ongoing housing subsidy (HUD)"
708123,415249,"Staying or living with friends, temporary tenure (HUD)",2015-11-02,2015-11-09,11,11.0,2015,2015.0,7.0,18.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
708124,355911,"Staying or living with family, permanent tenure (HUD)",2015-11-02,2015-11-06,11,11.0,2015,2015.0,4.0,48.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
708125,188933,"Staying or living with friends, temporary tenure (HUD)",2015-11-02,2015-11-25,11,11.0,2015,2015.0,23.0,42.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
708126,217775,"Staying or living with friends, temporary tenure (HUD)",2015-11-02,2015-11-03,11,11.0,2015,2015.0,1.0,26.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Permanent housing (other than RRH) for formerly homeless persons (HUD)
708506,389214,"Staying or living with friends, temporary tenure (HUD)",2015-11-03,2015-11-09,11,11.0,2015,2015.0,6.0,20.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
708507,214194,"Staying or living with friends, temporary tenure (HUD)",2015-11-03,2015-11-05,11,11.0,2015,2015.0,2.0,38.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Hospital or other residential non-psychiatric medical facility (HUD)
708508,415332,"Staying or living with friends, temporary tenure (HUD)",2015-11-03,2015-11-09,11,11.0,2015,2015.0,6.0,36.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
708510,415333,"Rental by client, no ongoing housing subsidy (HUD)",2015-11-03,2015-11-20,11,11.0,2015,2015.0,17.0,31.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
708511,415334,"Rental by client, with other ongoing housing subsidy (HUD)",2015-11-03,2015-11-20,11,11.0,2015,2015.0,17.0,40.0,Male,Male,Black or African American (HUD),Hispanic/Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
709344,329213,"Staying or living with friends, temporary tenure (HUD)",2015-11-05,2015-11-06,11,11.0,2015,2015.0,1.0,36.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
709345,415632,"Staying or living with friends, temporary tenure (HUD)",2015-11-05,2015-11-06,11,11.0,2015,2015.0,1.0,37.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
709346,415631,"Staying or living with friends, temporary tenure (HUD)",2015-11-05,2015-11-06,11,11.0,2015,2015.0,1.0,29.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
709347,378131,"Staying or living with friends, temporary tenure (HUD)",2015-11-03,2015-11-07,11,11.0,2015,2015.0,4.0,50.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
709348,387703,"Staying or living with friends, temporary tenure (HUD)",2015-11-05,2015-11-09,11,11.0,2015,2015.0,4.0,39.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
709790,171435,Permanent housing (other than RRH) for formerly homeless persons (HUD),2015-11-06,2016-01-08,11,1.0,2015,2016.0,63.0,52.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
709797,299695,"Staying or living with friends, temporary tenure (HUD)",2015-11-08,2015-11-14,11,11.0,2015,2015.0,6.0,57.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
709798,415733,"Staying or living with friends, temporary tenure (HUD)",2015-11-06,2015-11-13,11,11.0,2015,2015.0,7.0,22.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
